OTEXE;SEXEP;TRA05;CHAFF;UTATO;STREV
15;1;7;155810;1,28;121727
15;1;6;72755;1;72755
46;1;7;113872;1,07;106423
48;1;10;311698;3;103899
48;1;8;80631;1;80631
37;1;9;603320;7,78;77548
38;1;9;297151;4,54;65452
15;1;7;133054;1,5;88703
15;1;8;112667;1;112667
48;1;9;113357;1;113357
83;1;7;109450;1;109450
46;1;8;42622;1;42622
15;1;10;23979;1;23979
39;2;9;205570;4,38;46934
50;2;5;538979;1,08;499055
15;1;9;202279;1;202279
39;1;7;557802;13,51;41288
15;1;7;303252;2;151626
15;1;9;86370;1;86370
39;1;10;850142;10,25;82941
46;2;5;152618;3,27;46672
48;2;8;180535;2,52;71641
48;1;8;86297;1;86297
48;1;7;83733;1;83733
37;1;6;389050;3,23;120449
15;1;9;50351;1;50351
15;2;8;135353;1,45;93347
46;1;5;67422;1;67422
48;1;6;34619;1;34619
48;2;9;53128;1;53128
50;1;8;248558;1;248558
48;2;7;219156;2;109578
48;2;9;61348;1;61348
48;1;4;15587;2,13;7318
15;1;5;33180;1;33180
48;1;7;40800;1;40800
48;1;7;56728;1;56728
48;1;12;15475;1;15475
61;1;6;93422;1,04;89829
61;2;10;51187;1;51187
50;1;7;309356;1;309356
84;2;9;190602;2;95301
15;1;4;53013;1,04;50974
46;1;9;51425;1;51425
29;1;6;164435;2,81;58518
84;1;7;73207;1;73207
83;1;9;396199;5;79240
45;1;7;182495;2;91248
50;1;7;1375883;3,8;362074
74;1;6;849912;4;212478
48;1;5;187472;2;93736
48;1;6;153693;3,21;47879
48;1;6;70357;1;70357
48;1;5;120430;1;120430
46;1;6;102642;1;102642
16;1;3;178500;1;178500
15;1;5;38439;1;38439
48;2;5;23079;1;23079
50;1;10;342814;1,09;314508
46;1;7;212168;3,14;67569
39;1;8;290542;5,11;56858
15;1;9;268742;1;268742
15;1;11;203323;3;67774
15;1;7;134973;1;134973
16;1;9;86992;1;86992
37;1;10;144854;1,82;79590
46;1;7;133667;2,39;55928
15;1;9;96698;1;96698
83;1;8;75674;1;75674
47;1;6;465912;2,21;210820
39;1;6;29424;1;29424
45;1;6;214912;2,02;106392
83;1;5;116399;2;58200
48;1;5;128352;1,94;66161
46;1;8;96368;3;32123
48;1;8;248710;4;62178
48;1;8;73099;1;73099
15;1;7;177038;1;177038
50;1;9;236284;3;78761
83;1;6;57286;1;57286
15;1;6;70812;2;35406
46;1;7;151474;1;151474
48;1;9;233145;3;77715
45;1;10;134163;1;134163
29;2;5;935290;12;77941
15;1;10;115991;1;115991
83;1;10;81781;1;81781
15;2;12;50403;1;50403
37;1;8;79755;1,52;52470
16;2;8;660216;7,79;84752
39;1;7;359770;8,65;41592
39;1;6;284295;5,89;48267
83;1;6;107825;1,71;63056
15;1;8;170595;1,06;160939
15;1;8;171252;1;171252
48;1;4;37253;1;37253
48;1;8;98723;1;98723
45;1;7;361778;1,44;251235
48;1;4;80140;1;80140
15;1;7;114898;1;114898
15;1;9;222468;1;222468
50;2;9;191332;1;191332
50;1;7;271573;1;271573
50;1;9;503863;1;503863
50;1;5;289310;1;289310
50;1;5;311594;1,1;283267
73;1;6;166782;2;83391
37;1;9;356474;3;118825
48;1;7;151179;2;75590
50;1;8;226362;1;226362
48;1;7;96183;1,33;72318
46;1;7;69116;1;69116
46;1;8;69483;3;23161
83;1;8;32179;1;32179
46;2;5;14838;1;14838
39;2;7;345231;1;345231
61;1;8;596492;8,61;69279
39;1;10;120479;3,78;31873
15;1;3;40469;1;40469
61;1;5;81241;1,03;78875
29;1;8;183065;3,56;51423
50;1;4;92946;1;92946
46;1;10;63359;1;63359
45;1;9;34608;1;34608
61;1;6;135960;1,24;109646
48;1;7;35895;1;35895
39;1;3;145158;4,44;32693
83;1;6;230991;2;115496
37;1;7;463591;4,78;96986
46;2;5;135711;3;45237
45;1;6;130119;1,49;87328
50;1;8;1747462;5;349492
39;1;8;583806;4,67;125012
39;1;6;509134;10,87;46838
48;1;10;194608;3;64869
50;1;4;284968;1;284968
15;1;9;107488;1;107488
37;1;6;220572;2,07;106557
50;2;10;319181;1,28;249360
50;1;6;305660;2;152830
50;2;5;427423;1,5;284949
61;1;7;74408;2,79;26669
37;1;9;130760;1,35;96860
46;1;10;59616;3;19872
48;1;8;53962;2;26981
83;1;7;79577;1,02;78017
39;2;9;116286;2;58143
46;1;5;105184;2,11;49850
48;1;9;226052;1;226052
45;1;8;196661;2;98331
48;1;8;129670;2;64835
29;1;9;139819;2;69909
39;1;8;72614;1;72614
48;1;8;24150;1;24150
61;1;6;161013;1;161013
48;2;9;144657;3,18;45490
16;1;9;128584;1;128584
38;1;9;68352;2;34176
46;1;8;67675;1;67675
50;1;10;470955;2;235478
61;1;7;339685;5,16;65830
39;1;8;505659;2,07;244280
39;1;4;1273834;22,26;57225
50;1;5;160783;1;160783
50;1;3;449272;2;224636
50;1;5;642960;3;214320
37;1;8;61944;1;61944
48;2;9;120560;2;60280
50;1;7;199324;1;199324
29;2;9;297968;5,82;51197
48;2;3;12612;1;12612
48;1;7;73717;1;73717
46;1;7;45002;1,1;40911
45;1;9;126352;1;126352
48;2;5;141784;2;70892
48;1;4;136932;1;136932
48;1;5;259384;2,23;116316
83;1;10;76304;1;76304
15;1;5;120571;1;120571
83;1;7;85968;1;85968
48;1;8;157461;2,18;72230
46;1;8;115825;1,24;93407
50;2;8;24762;1;24762
45;2;10;137402;1;137402
37;0;9;726426;11,95;60789
15;1;10;120593;1,08;111660
15;1;6;209396;2;104698
15;1;10;76696;1;76696
83;1;7;305043;2,5;122017
46;2;9;34699;1;34699
46;1;7;27587;1;27587
48;1;2;12891;1;12891
46;2;9;43911;1;43911
46;1;8;74134;1;74134
15;1;6;99199;1,79;55418
15;1;9;234984;1;234984
48;1;6;44404;1;44404
48;1;7;68586;3;22862
48;1;8;220633;1,91;115515
39;1;9;510698;9,88;51690
16;1;6;87108;1;87108
15;1;10;79001;2;39501
39;1;10;686021;13,12;52288
15;1;3;258009;1,71;150882
84;1;8;177292;1;177292
16;1;8;133556;1;133556
46;1;8;59073;1;59073
46;1;6;228394;2;114197
48;1;5;206906;1,13;183103
48;1;7;245767;2,53;97141
48;1;6;375466;2;187733
48;1;6;218965;2,39;91617
48;1;8;180733;3;60244
48;1;7;163272;2;81636
48;1;7;175965;2,56;68736
39;1;8;873248;12,91;67641
39;1;10;280043;7,71;36322
39;1;8;229202;3,67;62453
39;1;6;343883;8,14;42246
15;1;9;146843;1;146843
50;1;6;254326;1;254326
50;1;8;427046;1;427046
48;1;4;38736;1;38736
15;1;7;115555;1;115555
15;1;6;232602;1,5;155068
50;1;7;322173;1;322173
15;2;4;148037;1;148037
46;1;3;18794;1;18794
16;1;9;222536;3;74179
37;2;11;225277;8,91;25284
48;1;7;169078;1,08;156554
15;1;6;200807;2,08;96542
15;1;5;127463;1;127463
46;1;7;204061;1,86;109710
15;1;12;83812;1;83812
37;1;8;139310;2,19;63612
15;1;6;144466;1,17;123475
84;1;10;98550;2;49275
15;1;7;143632;1;143632
15;1;3;323706;3;107902
15;1;10;188068;2;94034
15;1;8;158927;2;79464
48;1;10;355331;3,3;107676
15;2;8;59442;1,25;47554
48;2;6;117619;2;58809
50;1;7;325828;1,12;290918
50;1;9;435623;1;435623
50;2;9;233565;1;233565
50;1;6;345009;2,1;164290
50;1;9;342153;3;114051
50;2;7;374136;1,88;199009
16;1;6;84954;1,03;82480
83;1;5;101422;2;50711
15;2;8;85622;2;42811
83;1;10;31975;1;31975
83;1;11;424584;2,06;206109
15;1;12;72982;0,94;77640
16;1;7;222084;2,34;94908
15;2;9;252318;2,24;112642
45;1;7;221335;3;73778
48;1;5;177821;1,49;119343
48;1;9;55238;1;55238
83;1;7;93401;1;93401
37;2;2;234611;2,7;86893
37;1;6;328034;4,13;79427
15;1;9;72166;1;72166
15;1;9;132280;2;66140
37;2;13;51257;1,03;49764
50;1;9;452356;3,01;150284
48;2;7;16298;1;16298
48;2;8;123071;1,89;65117
48;1;7;93702;2,44;38403
74;1;10;1325201;10,08;131468
45;1;7;100006;1,03;97093
37;1;8;374590;5,84;64142
16;2;10;134548;1,82;73927
15;1;8;336062;2;168031
15;1;8;56222;1;56222
45;1;9;95697;1;95697
48;1;9;162718;1,09;149283
48;1;6;113087;1;113087
83;1;5;103775;1;103775
48;1;4;282161;4,25;66391
37;1;6;117073;2,59;45202
37;1;3;310321;3,04;102079
61;1;7;158926;1,61;98712
84;2;9;104636;1;104636
45;1;9;52395;1;52395
48;1;9;59931;1;59931
48;2;10;101971;1;101971
15;2;8;58134;1,41;41230
83;1;7;103471;1;103471
46;1;10;70988;1;70988
48;2;7;184334;2;92167
15;1;7;42914;1;42914
15;1;8;62312;1;62312
46;1;9;40269;3;13423
39;1;8;239852;4,68;51250
39;1;8;163729;4,62;35439
46;1;9;66280;3;22093
50;1;5;763226;2,65;288010
84;2;6;455517;4,19;108715
15;1;9;29400;1;29400
46;1;7;92978;1;92978
61;1;6;126776;1;126776
46;2;10;149485;2;74743
45;1;7;66611;2;33305
48;1;6;256843;2,41;106574
50;1;5;248993;1;248993
37;1;8;135120;1,65;81891
37;1;6;135650;2,51;54044
37;1;8;92730;1;92730
37;1;9;171897;3,06;56175
37;2;7;597200;6,19;96478
37;1;9;208148;2,68;77667
37;1;8;221798;3,51;63190
50;1;4;364400;1;364400
39;1;2;72239;2,44;29606
50;1;10;442288;1,1;402080
48;1;4;86695;2;43347
50;1;5;59385;1;59385
74;2;9;160196;2;80098
50;1;7;284682;1;284682
48;2;10;42327;2;21164
48;1;5;142352;1;142352
83;2;9;404906;1,7;238180
45;1;9;212257;1,78;119246
47;2;9;196792;2,26;87076
83;1;6;245522;2;122761
48;1;9;54880;1;54880
48;2;10;185647;2,08;89253
48;1;7;104399;3;34800
46;1;8;57876;1;57876
83;2;12;49993;1,13;44242
50;1;10;373592;1;373592
46;1;7;103466;1;103466
15;1;9;105557;1;105557
83;1;6;64966;1;64966
39;1;7;1994094;19,83;100559
39;1;8;801659;7,9;101476
39;2;11;256057;6;42676
15;1;6;168328;1;168328
84;1;8;134751;1;134751
45;1;8;394963;3;131654
28;1;8;130508;2;65254
37;1;9;41768;1;41768
84;1;9;269520;3;89840
84;2;9;289198;1,05;275426
37;1;8;501809;5,91;84908
37;1;6;984746;7,81;126088
15;1;7;142164;1;142164
15;1;10;293935;2;146968
48;1;9;143556;2,6;55214
15;2;10;53771;2;26886
16;1;8;106310;1;106310
15;1;9;42365;1;42365
48;1;8;110349;2;55175
45;1;8;252745;3;84248
15;2;9;160988;1;160988
84;1;8;103692;2;51846
50;1;8;172150;2;86075
39;1;10;115085;2,09;55065
39;1;9;394110;5,79;68067
28;1;5;191271;2,78;68803
39;2;4;477060;10,29;46362
48;1;6;271452;3;90484
39;1;10;458713;10,78;42552
37;1;5;480670;5;96134
29;1;8;158301;2,22;71307
48;2;8;75021;1;75021
48;1;3;64636;1;64636
46;1;2;42564;1;42564
45;1;6;196503;1,43;137415
48;1;4;82651;1;82651
47;1;4;114861;3;38287
48;1;6;309721;2;154861
48;1;6;91641;1;91641
48;1;6;101557;1;101557
48;1;5;57196;1;57196
48;1;9;68825;2;34413
48;1;8;49496;1;49496
45;1;8;44035;1;44035
45;1;9;40442;1;40442
45;1;10;26246;1;26246
37;1;11;849331;9,77;86933
16;1;10;55936;1,5;37291
15;1;9;141418;1;141418
15;1;7;276305;1;276305
46;1;11;30105;1;30105
37;1;9;237043;2,34;101300
16;1;6;519268;3,43;151390
16;1;7;493971;1,79;275961
28;1;9;703583;5,45;129098
38;1;10;53227;1;53227
15;1;7;427204;1;427204
45;1;8;176765;2,42;73043
45;1;10;73600;1;73600
83;1;9;467253;3;155751
83;1;9;710274;3;236758
16;1;10;122075;1;122075
16;1;10;130507;2;65253
16;1;5;431031;3,44;125300
16;1;3;368863;2,03;181706
45;1;9;269392;2;134696
37;1;9;51639;2,09;24708
45;1;7;24227;1;24227
15;1;9;60240;2;30120
48;1;4;201958;2;100979
46;1;9;119584;1;119584
46;1;9;31270;1;31270
48;1;12;22460;1;22460
48;2;10;33507;1,5;22338
37;1;4;498663;3,81;130883
83;1;8;290377;2,09;138936
46;1;11;28973;1;28973
15;1;10;35403;1;35403
83;1;8;649100;2,5;259640
83;1;9;411282;4,5;91396
15;1;10;203297;2;101649
37;1;9;73790;1,69;43663
37;1;10;4671;1;4671
48;1;9;100579;1;100579
15;1;9;48437;1,5;32291
15;2;12;103043;1;103043
15;1;12;80932;2;40466
61;1;6;125480;1;125480
15;1;9;136351;1;136351
15;1;10;355265;3,16;112426
37;1;7;648414;6,73;96347
45;1;7;475315;2,43;195603
45;1;5;87448;1;87448
15;1;10;78403;1;78403
83;1;9;131576;1;131576
47;1;11;179061;2;89531
15;1;9;286663;2,5;114665
73;1;7;308452;2;154226
15;1;10;207166;4,26;48631
37;1;8;56803;1;56803
37;2;9;152335;2,86;53264
37;2;10;128786;3,15;40884
45;1;6;106387;1,2;88656
45;1;4;537903;3,42;157281
83;2;8;39637;1,7;23316
48;1;9;107321;2;53661
37;2;10;634331;6,99;90748
83;1;8;103099;2;51549
45;1;12;51174;1;51174
83;1;10;62059;1;62059
83;1;9;85050;1;85050
16;1;9;513966;3;171322
15;1;9;242439;2;121220
83;1;8;465038;3,22;144422
15;1;9;234527;1,65;142138
37;1;6;173894;1,8;96608
83;1;5;380727;2;190364
15;2;10;146876;1;146876
45;2;11;559429;3;186476
16;1;5;178930;1,1;162664
45;1;5;351672;2;175836
16;1;10;607768;3,23;188163
15;1;12;163245;2;81623
15;1;10;291657;2;145829
16;1;9;1088430;11;98948
37;1;14;200489;3,89;51540
28;1;10;80147;2;40074
15;1;10;178529;1;178529
28;1;9;81276;1,67;48668
28;1;10;411179;4,31;95401
47;1;8;172527;3;57509
45;1;8;238009;1,59;149691
15;1;7;225208;1;225208
45;1;7;210227;2,21;95125
45;1;9;54938;1;54938
83;1;8;117394;1,03;113975
15;1;10;103165;1;103165
61;1;9;254220;3,23;78706
15;1;10;62793;1;62793
45;1;11;599794;4,56;131534
37;1;9;163498;1;163498
84;1;6;241232;2,01;120016
50;1;9;1533875;6,03;254374
15;1;11;83190;1;83190
61;1;5;325937;4,84;67342
84;2;8;78945;1;78945
37;1;9;386030;2,65;145672
16;1;8;305271;1;305271
15;1;12;168128;1,08;155674
45;1;9;110329;1,66;66463
28;1;10;74816;2,4;31173
61;1;9;81267;2,8;29024
37;1;9;341384;5,55;61511
37;2;13;485986;5,4;89997
84;1;11;844122;3,19;264615
15;1;10;334994;1;334994
16;1;5;902954;3,78;238877
15;2;10;182244;2;91122
16;1;11;319922;1,14;280633
37;1;9;306600;4,62;66364
45;1;9;282857;2;141428
45;1;8;254884;1;254884
15;1;8;55200;1;55200
39;1;8;87946;2,02;43538
16;1;9;446503;4,38;101941
29;1;11;836467;8,58;97490
15;1;11;99176;1;99176
15;1;8;417190;3;139063
15;2;12;88102;1;88102
83;1;6;522235;1,81;288528
83;1;10;264645;2;132322
83;1;4;156685;1,5;104456
15;1;9;127892;1,63;78461
16;1;9;95492;1;95492
16;1;10;68060;2,03;33527
15;1;10;403848;3;134616
47;1;8;171661;1,53;112197
16;1;8;160769;3,12;51529
39;1;10;55616;1,53;36350
50;1;9;684827;2,13;321515
28;2;10;242471;9,75;24869
15;1;3;284454;1;284454
83;1;3;79474;1;79474
46;1;8;39407;1;39407
39;1;6;473047;8,5;55653
15;1;14;393605;3,31;118914
28;1;10;1328056;12,69;104654
15;1;8;154853;2;77427
46;2;9;40684;1;40684
45;1;9;236671;3;78890
39;1;11;308431;11,65;26475
15;1;9;104352;1,2;86960
15;1;9;120201;1,98;60708
15;1;6;142036;1;142036
15;2;6;296226;1,5;197484
47;1;9;622003;5,38;115614
39;1;9;72540;3;24180
47;1;9;829014;3,35;247467
45;1;9;157868;2;78934
15;1;10;218852;2;109426
45;1;8;387898;3,21;120841
39;1;10;85051;2,69;31618
16;1;9;333441;2;166721
16;1;5;467005;1,7;274709
16;1;6;314848;1;314848
16;1;8;198747;1;198747
45;1;10;179852;1;179852
16;2;11;550347;2,53;217529
37;2;9;150802;1;150802
15;2;8;73237;1;73237
15;1;8;124093;1,38;89923
45;1;5;435437;2;217719
15;1;6;233688;1;233688
46;1;8;32468;1;32468
74;1;9;375059;3,25;115403
15;1;10;23160;1;23160
15;1;8;102293;1;102293
45;1;9;112329;1;112329
46;2;9;12830;1;12830
84;1;9;195453;2,8;69805
15;1;9;272971;4;68243
50;1;9;521180;3;173727
37;1;8;177429;3,28;54094
46;1;10;66435;1;66435
15;1;9;107880;1;107880
16;1;6;1506370;10,97;137317
15;1;9;135759;1;135759
15;1;8;389569;1,66;234680
15;1;10;152299;1;152299
83;2;6;177020;1;177020
37;1;8;177077;2,28;77665
83;1;9;766511;2;383256
29;1;10;503975;7,02;71791
45;2;8;250536;1;250536
45;1;11;168585;1;168585
16;1;5;308752;2,01;153608
16;1;10;112653;1;112653
16;1;9;658254;5,66;116299
15;1;11;181206;2,09;86701
28;1;9;126442;1,49;84860
15;1;10;247880;2,41;102855
16;1;9;468975;2,32;202144
15;1;9;77441;1;77441
15;1;9;149272;1;149272
15;1;10;80557;1,59;50665
15;1;10;80316;1;80316
61;1;9;294299;1,77;166271
16;2;10;93826;1;93826
83;1;8;884224;6,42;137730
16;1;4;262101;1,52;172435
83;1;8;410739;3,21;127956
16;1;8;207590;1;207590
15;1;10;181373;1;181373
16;1;9;160841;1;160841
37;1;10;549027;5,44;100924
15;1;7;285962;1;285962
16;1;6;264701;2;132350
16;2;7;305757;1;305757
83;1;5;330004;4,56;72369
16;1;11;220415;2;110207
48;1;8;13086;1;13086
15;1;8;112503;1;112503
83;1;8;54720;1;54720
37;1;10;220421;3,66;60224
15;1;8;103906;1;103906
61;1;7;121900;1;121900
38;1;14;511622;3;170541
37;1;9;152607;2,28;66933
38;1;9;420277;3,15;133421
15;2;9;78881;2;39441
83;2;10;233492;2;116746
50;1;8;1621542;2,97;545974
84;1;9;259750;4,38;59304
28;1;8;2019247;27,36;73803
45;1;7;275652;2;137826
47;1;8;1133291;4;283323
38;1;9;277417;2,28;121674
46;2;8;61561;1,04;59194
84;2;9;69184;1;69184
50;2;7;1258085;3,22;390710
46;1;9;72133;1;72133
39;1;9;895713;1;895713
48;1;11;37068;1;37068
45;1;10;39348;1;39348
37;2;7;332386;6,76;49170
48;1;11;135443;3;45148
15;1;8;202748;1;202748
37;1;6;776146;4,74;163744
83;1;9;219768;3;73256
37;1;9;338012;4,05;83460
37;1;6;146518;1,69;86697
74;1;6;354391;1;354391
15;1;11;113581;1,06;107152
15;1;8;217987;1;217987
15;1;8;154793;1;154793
45;1;6;249571;2;124786
45;1;7;183304;1;183304
45;1;4;354604;2;177302
15;1;11;105986;1;105986
15;1;11;175078;3;58359
15;1;7;258963;1;258963
37;1;10;521383;5,28;98747
16;1;7;575960;2;287980
83;1;8;565682;2;282841
15;1;12;65463;1;65463
16;1;8;86988;1;86988
83;1;4;191228;1,78;107431
15;1;11;264098;2,52;104801
15;1;9;74182;1;74182
15;1;10;266982;2;133491
37;1;8;290889;2;145445
46;1;11;74929;2;37464
48;1;10;14842;1;14842
37;1;10;606039;3,58;169285
45;1;8;418178;3;139393
15;1;9;193692;1;193692
46;1;10;27118;1;27118
15;1;9;205105;3,25;63109
46;1;8;143796;1;143796
37;1;8;17484;1,06;16494
47;1;6;151618;3;50539
46;2;8;47332;2,02;23432
45;1;8;340865;3,59;94948
50;1;9;351936;1;351936
46;1;8;125149;1,18;106058
45;1;8;237403;2,27;104583
46;1;9;36764;1;36764
37;2;9;516354;6,41;80554
48;1;8;39646;2;19823
48;1;9;42034;1,02;41210
37;1;7;937113;9,44;99270
15;2;11;50871;1,04;48915
47;1;10;30953;1;30953
50;1;6;747288;8,21;91022
39;2;8;155493;2,2;70679
15;1;9;576135;1;576135
29;1;8;905250;22,09;40980
83;1;8;46196;2;23098
48;1;9;67282;2,5;26913
37;1;9;91587;2;45794
37;1;12;218032;4,12;52920
48;1;6;145569;2;72784
15;1;9;217940;1;217940
15;1;10;199070;1;199070
45;1;9;449033;3;149678
15;1;9;90951;1;90951
15;1;8;158864;2,72;58406
15;1;7;127391;1;127391
15;1;9;221176;1,02;216839
61;1;8;426370;4,3;99156
15;1;9;367139;3;122380
28;1;9;403781;5,84;69141
15;1;10;59873;1;59873
47;1;8;97793;1;97793
47;1;7;696634;2;348317
47;1;7;267685;2;133843
16;1;9;324682;2,2;147583
83;1;6;515911;2;257956
15;1;10;125839;1;125839
15;1;8;182418;1,05;173731
16;1;4;301697;3,49;86446
15;1;10;70387;1;70387
15;1;7;134563;1,03;130644
15;1;8;193441;2,05;94361
46;1;8;132537;1;132537
48;1;9;42913;1;42913
38;1;9;677350;6,96;97320
48;1;10;93419;3;31140
15;1;10;271817;1;271817
15;1;8;261530;1,19;219773
15;1;8;176550;2;88275
15;1;5;317666;1,4;226904
29;1;9;92159;1,6;57599
83;1;7;573963;3;191321
45;1;8;110944;1;110944
37;1;7;99023;1,7;58249
37;1;9;434233;8;54279
15;1;8;73836;1;73836
45;1;10;288540;2,38;121235
29;1;6;1355147;12,56;107894
45;1;10;312268;2;156134
15;1;10;100534;1;100534
74;1;8;205678;2;102839
84;1;8;209443;1;209443
46;1;8;172384;4;43096
48;1;9;30650;1;30650
46;1;11;174713;1,97;88687
16;1;10;99909;1;99909
15;1;8;120396;1;120396
37;1;8;16084;1,56;10310
15;1;8;169141;1,77;95560
37;1;8;633258;4;158315
74;1;4;136489;1;136489
37;1;7;598236;7,34;81503
83;1;8;122771;1,6;76732
45;1;8;399902;3;133301
84;1;8;639383;2,49;256780
15;1;10;60346;1;60346
15;1;2;103275;1;103275
15;1;10;135725;1;135725
15;1;7;322902;2;161451
15;1;7;258637;2;129319
45;1;7;200660;1,85;108465
83;1;10;174975;2;87488
47;1;9;407057;2,1;193837
83;1;9;221699;2;110850
15;1;9;163424;2;81712
83;1;7;183653;2;91827
16;1;11;332170;2,03;163631
83;2;10;654228;3;218076
50;1;7;528449;3;176150
39;1;9;45235;3,83;11811
29;1;12;900615;13,03;69119
28;1;7;484033;4,16;116354
16;1;10;416352;1,06;392785
50;1;10;1059040;3;353013
16;1;10;122234;1;122234
16;1;9;160614;1,38;116387
15;1;6;384202;3,5;109772
45;1;8;350664;3,41;102834
46;1;9;89604;1;89604
83;1;9;145381;1;145381
61;2;9;131733;1,27;103727
15;1;5;179746;2;89873
48;1;6;210768;4,75;44372
15;1;7;241054;1;241054
45;1;8;182275;1;182275
15;1;10;165270;0,5;330540
15;1;9;403515;2;201758
83;1;6;728381;3;242794
15;2;9;281927;3;93976
15;1;10;161557;1;161557
15;1;8;108980;1;108980
15;1;10;364265;1,59;229097
46;1;9;60307;1;60307
29;1;3;379568;4;94892
74;1;8;209865;2,51;83612
39;1;8;427830;9,1;47014
74;1;7;80240;1;80240
46;1;7;291052;1;291052
74;1;8;436067;2,05;212716
50;2;7;184190;1,63;113000
47;1;9;736303;7,56;97395
37;1;7;175747;3,3;53257
39;1;10;600908;18,71;32117
15;1;11;135448;4;33862
37;1;7;104390;2;52195
45;1;9;546647;3;182216
37;1;10;138821;2,23;62252
28;1;7;135690;3,08;44055
37;1;10;148977;3,67;40593
37;1;8;111309;1,07;104027
37;2;13;471414;10,68;44140
29;1;5;312668;4,08;76634
50;1;8;589639;2;294820
37;1;3;55702;2;27851
37;1;8;230299;4,14;55628
15;1;8;122180;1;122180
29;1;7;214696;3;71565
16;1;9;93745;3;31248
15;1;10;179904;2;89952
15;1;9;120111;1;120111
83;1;8;245732;2;122866
50;1;9;267368;2,31;115744
16;1;8;315604;3;105201
16;1;9;260729;2,63;99137
83;1;9;323130;1,94;166562
45;1;8;284853;3,02;94322
50;1;4;591257;4,68;126337
74;1;8;385768;2,1;183699
15;1;9;746136;4,14;180226
83;2;9;162244;2;81122
83;1;9;158630;2;79315
45;1;6;152051;2;76026
16;1;9;254383;2;127192
45;1;2;489432;1,56;313738
83;1;5;595977;2,01;296506
15;1;9;296009;2,52;117464
16;1;10;284844;2,85;99945
15;1;7;232220;2,34;99239
15;1;9;161281;2;80641
28;1;9;1037170;10,72;96751
29;1;7;48155;1;48155
45;1;8;125998;1;125998
16;1;11;293686;2,06;142566
16;1;7;730156;7;104308
15;1;9;98443;1;98443
15;1;10;70264;1;70264
16;1;9;322038;2,18;147724
37;1;9;21371;1;21371
37;1;10;131435;1,57;83716
61;1;8;209549;3,38;61997
48;1;7;136496;2;68248
83;1;10;115160;2,1;54838
46;2;11;38582;2;19291
15;1;8;10404;0,5;20808
37;1;10;133348;2,15;62023
45;1;8;377521;3;125840
45;1;8;270989;2;135495
15;1;7;228660;1,17;195436
15;1;7;146529;1;146529
45;1;5;415921;2,34;177744
15;1;11;425057;1;425057
45;1;9;107131;1;107131
15;1;9;120817;2,09;57807
15;1;10;236875;1,96;120855
15;1;10;257573;1,54;167255
46;1;7;74709;1;74709
15;1;10;551808;2;275904
15;1;8;320992;2,31;138958
15;1;9;159394;2;79697
45;1;8;355269;2,87;123787
37;1;9;976699;10,88;89770
37;1;9;32321;2,76;11711
15;1;10;234646;1,91;122851
50;1;8;395924;2;197962
50;1;6;109812;2;54906
46;1;7;32791;1;32791
39;1;7;65763;1,04;63234
74;1;7;940065;2,2;427302
83;1;8;408257;2;204128
50;1;9;505635;2;252818
47;1;9;129331;1;129331
83;1;9;281081;2,69;104491
15;1;7;79857;2,15;37143
45;1;5;380163;3,37;112808
15;1;10;36200;1;36200
48;1;8;223583;2,51;89077
15;1;8;152909;1,72;88901
84;1;9;262043;1;262043
48;1;10;140177;3;46726
84;1;5;179266;2;89633
37;2;8;38597;2,47;15626
37;1;9;936833;9,64;97182
37;1;6;76490;2;38245
37;1;9;537493;9,15;58742
61;1;9;302006;8,24;36651
46;1;9;22766;1;22766
45;1;8;395524;2;197762
37;1;9;898586;7,96;112888
15;2;8;156816;1;156816
16;2;7;232889;1;232889
15;1;10;159845;1;159845
83;1;9;187721;2,09;89819
15;2;6;252694;2,5;101077
15;1;9;104250;1;104250
45;1;4;806411;4,78;168705
45;1;8;302129;3;100710
83;1;7;112355;1;112355
46;1;5;283092;1,47;192580
37;1;8;1579773;15,66;100880
37;1;10;518943;6,68;77686
46;1;9;10515;1;10515
15;1;10;93263;1;93263
15;1;7;71155;1;71155
37;1;9;152291;3,01;50595
16;1;8;614805;4,94;124454
37;1;8;483945;4,74;102098
45;1;7;293101;1;293101
37;1;9;132603;1,23;107807
15;2;11;106593;3,1;34385
15;2;10;94768;1,1;86153
45;1;9;430387;4;107597
16;1;9;192324;4,07;47254
45;1;9;300513;2,83;106188
45;1;6;388717;2;194359
37;1;10;79628;1,93;41258
16;1;8;233427;2;116714
45;1;6;543085;3,75;144823
16;1;10;115994;1;115994
45;1;4;427214;3;142405
15;1;9;213794;2;106897
16;1;9;349473;1;349473
47;2;9;144010;2,25;64005
16;1;9;338311;3;112770
15;1;10;93473;1;93473
15;1;3;220596;1;220596
48;1;9;163048;2;81524
45;1;8;319189;3,88;82265
15;1;9;178710;2,22;80500
28;1;10;1507026;7,8;193208
29;1;9;198547;1,8;110304
39;1;9;124627;4,61;27034
28;1;8;105552;2;52776
37;2;14;394894;4,35;90780
37;1;11;58392;2,94;19861
16;1;9;325024;4;81256
37;1;6;95577;1;95577
37;1;10;749944;8,31;90246
37;1;4;135381;1,98;68374
83;1;4;503123;4,59;109613
83;1;5;676761;3,27;206961
45;1;10;130089;1;130089
15;1;5;284895;1;284895
83;1;10;190440;1;190440
46;1;7;110121;1;110121
83;1;8;472518;3;157506
47;1;9;661363;4;165341
15;1;9;420223;2,48;169445
16;1;8;528716;2;264358
15;2;8;280807;2,25;124803
